date,category,item1,item2,item3,item4,difficulty
03-17,Seizure types (ILAE),Focal aware,Focal impaired awareness,Generalized tonic-clonic,Absence,yellow
03-17,Parkinson therapies,Levodopa,Pramipexole,Selegiline,Amantadine,green
03-17,Evoked potentials,VEP,SSEP,BAER,MEP,blue
03-17,GBS variants,AIDP,AMAN,AMSAN,Miller Fisher,purple
03-18,Hearing loss types,Conductive,Sensorineural,Mixed,Central,yellow
03-18,Brainstem stroke syndromes,Lateral medullary,Medial medullary,Lateral pontine,Medial pontine,green
03-18,MS disease-modifying therapies,Ocrelizumab,Natalizumab,Fingolimod,Teriflunomide,blue
03-18,Stroke mimics,Seizure,Hemiplegic migraine,Hypoglycemia,Conversion disorder,purple
03-19,Hydrocephalus categories,Communicating,Obstructive (non-communicating),Normal pressure,Ex vacuo,yellow
03-19,Eye movement disorders,Internuclear ophthalmoplegia,Skew deviation,Parinaud syndrome,One-and-a-half syndrome,green
03-19,Status epilepticus sequence,Benzodiazepine,Levetiracetam,Fosphenytoin,Propofol,blue
03-19,Antiplatelets for stroke,Aspirin,Clopidogrel,Ticagrelor,Dipyridamole,purple
03-20,Headache red flags (SNOOP),Systemic,Neurologic,Onset sudden,Older age,yellow
03-20,NMJ antibodies,Anti–AChR,Anti–MuSK,Anti–LRP4,Anti–P/Q-type VGCC,green
03-20,Common mononeuropathies,Median (carpal tunnel),Ulnar (cubital tunnel),Radial (spiral groove),Peroneal (fibular head),blue
03-20,Direct oral anticoagulants,Apixaban,Rivaroxaban,Dabigatran,Edoxaban,purple
03-21,Common reflexes,Biceps,Triceps,Patellar,Achilles,yellow
03-21,Aphasia types,Broca,Wernicke,Conduction,Global,green
03-21,Demyelination on NCS/EMG,Slowed velocity,Conduction block,Prolonged distal latency,Temporal dispersion,blue
03-21,CVT imaging signs,Empty delta sign,Cord sign,SWI blooming,Hyperdense sinus,purple
03-22,Peripheral nerve fiber types,A-alpha,A-beta,A-delta,C,yellow
03-22,Carotid artery disorders,Dissection,Fibromuscular dysplasia,Atherosclerosis,Pseudoaneurysm,green
03-22,Pupillary syndromes,Horner,Argyll Robertson,Adie tonic pupil,Marcus Gunn RAPD,blue
03-22,Huntington disease features,Chorea,Psychiatric symptoms,Cognitive decline,Caudate atrophy,purple
03-23,Common stroke imaging,Non-contrast CT,CTA,CT Perfusion,MRI DWI,yellow
03-23,Prehospital LVO scales,RACE,LAMS,FAST-ED,PASS,green
03-23,Thunderclap headache causes,SAH,RCVS,Cervical dissection,Cerebral venous thrombosis,blue
03-23,Mitochondrial disorders,MELAS,MERRF,LHON,Leigh,purple
03-24,Parkinson cardinal features,Bradykinesia,Rigidity,Rest tremor,Postural instability,yellow
03-24,Visual pathway anatomy (retinotopy),Macula,Nasal retina,Temporal retina,Fovea,green
03-24,Focal seizure semiologies,Automotor,Aphasic,Hypermotor,Somatosensory,blue
03-24,Autoimmune myositis Abs,Anti–Jo-1,Mi-2,SRP,HMGCR,purple
03-25,Visual field defects,Bitemporal hemianopia,Homonymous hemianopia,Quadrantanopia,Central scotoma,yellow
03-25,CSF flow structures,Choroid plexus,Foramen of Monro,Aqueduct of Sylvius,Foramina of Luschka/Magendie,green
03-25,Ataxia types,Cerebellar,Sensory,Vestibular,Frontal,blue
03-25,Paraneoplastic syndromes,Lambert-Eaton,Opsoclonus–myoclonus,Subacute cerebellar degeneration,Sensory neuronopathy,purple
03-26,Cerebral lobes,Frontal,Parietal,Temporal,Occipital,yellow
03-26,Posterior circulation arteries,PICA,AICA,SCA,PCA,green
03-26,Basal ganglia nuclei,Caudate,Putamen,Globus pallidus,Subthalamic nucleus,blue
03-26,Thalamic relay nuclei,VPL,VPM,LGN,MGN,purple
03-27,Normal EEG rhythms,Alpha,Beta,Theta,Delta,yellow
03-27,Association fiber tracts,Arcuate fasciculus,Uncinate fasciculus,Cingulum,Inferior longitudinal fasciculus,green
03-27,Autoimmune encephalitis antibodies,Anti-NMDA,LGI1,CASPR2,GAD65,blue
03-27,Spinal cord syndromes,Anterior cord,Posterior cord,Central cord,Brown-Séquard,purple
03-28,Sleep stages,N1,N2,N3,REM,yellow
03-28,Major spinal cord tracts,Lateral corticospinal,Spinothalamic,Dorsal column–medial lemniscus,Spinocerebellar,green
03-28,Classic lacunar syndromes,Pure motor,Pure sensory,Ataxic hemiparesis,Dysarthria–clumsy hand,blue
03-28,CNS infections (immunocompromised),Toxoplasmosis,Cryptococcal meningitis,CMV encephalitis,PML,purple
03-29,Dementia types,Alzheimer,Lewy body,Frontotemporal,Vascular,yellow
03-29,Cranial nerves with parasympathetics,III (Oculomotor),VII (Facial),IX (Glossopharyngeal),X (Vagus),green
03-29,Cerebellar deep nuclei,Dentate,Emboliform,Globose,Fastigial,blue
03-29,Dementia medications,Donepezil,Rivastigmine,Galantamine,Memantine,purple
03-30,MRI sequences,T1,T2,FLAIR,DWI,yellow
03-30,Early ischemic CT signs,Hyperdense MCA sign,Insular ribbon loss,Loss of gray–white,Sulcal effacement,green
03-30,CNS demyelinating disorders,Multiple sclerosis,NMOSD,MOGAD,ADEM,blue
03-30,Migraine abortives,Sumatriptan,Ubrogepant,Rimegepant,Dihydroergotamine,purple
03-31,Visual pathway anatomy,Optic nerve,Optic chiasm,Optic tract,Optic radiations,yellow
03-31,MS lesion topography,Periventricular,Juxtacortical,Infratentorial,Spinal cord,green
03-31,Neuromuscular junction disorders,Myasthenia gravis,Lambert-Eaton,Botulism,Congenital myasthenic,blue
03-31,Migraine preventives,Topiramate,Propranolol,Amitriptyline,Erenumab,purple
04-01,Glial cell types,Astrocyte,Oligodendrocyte,Microglia,Ependymal cell,yellow
04-01,Trigeminal autonomic cephalalgias,Cluster headache,Paroxysmal hemicrania,SUNCT,SUNA,green
04-01,Motor neuron diseases,ALS,SMA,PLS,PMA,blue
04-01,Peripheral neuropathy types,Axonal,Demyelinating,Small fiber,Large fiber,purple
04-02,Tremor types,Rest,Postural,Intention,Task-specific,yellow
04-02,Pediatric epilepsy syndromes,West (infantile spasms),Lennox–Gastaut,Dravet,Childhood absence epilepsy,green
04-02,Gait patterns,Hemiparetic,Ataxic,Steppage,Parkinsonian,blue
04-02,Toxic neuropathies,Amiodarone,Vincristine,Isoniazid,Linezolid,purple
04-03,Seizure types (ILAE),Focal aware,Focal impaired awareness,Generalized tonic-clonic,Absence,yellow
04-03,Parkinson therapies,Levodopa,Pramipexole,Selegiline,Amantadine,green
04-03,Evoked potentials,VEP,SSEP,BAER,MEP,blue
04-03,GBS variants,AIDP,AMAN,AMSAN,Miller Fisher,purple
04-04,Hearing loss types,Conductive,Sensorineural,Mixed,Central,yellow
04-04,Brainstem stroke syndromes,Lateral medullary,Medial medullary,Lateral pontine,Medial pontine,green
04-04,MS disease-modifying therapies,Ocrelizumab,Natalizumab,Fingolimod,Teriflunomide,blue
04-04,Stroke mimics,Seizure,Hemiplegic migraine,Hypoglycemia,Conversion disorder,purple
04-05,Hydrocephalus categories,Communicating,Obstructive (non-communicating),Normal pressure,Ex vacuo,yellow
04-05,Eye movement disorders,Internuclear ophthalmoplegia,Skew deviation,Parinaud syndrome,One-and-a-half syndrome,green
04-05,Status epilepticus sequence,Benzodiazepine,Levetiracetam,Fosphenytoin,Propofol,blue
04-05,Antiplatelets for stroke,Aspirin,Clopidogrel,Ticagrelor,Dipyridamole,purple
04-06,Headache red flags (SNOOP),Systemic,Neurologic,Onset sudden,Older age,yellow
04-06,NMJ antibodies,Anti–AChR,Anti–MuSK,Anti–LRP4,Anti–P/Q-type VGCC,green
04-06,Common mononeuropathies,Median (carpal tunnel),Ulnar (cubital tunnel),Radial (spiral groove),Peroneal (fibular head),blue
04-06,Direct oral anticoagulants,Apixaban,Rivaroxaban,Dabigatran,Edoxaban,purple
04-07,Common reflexes,Biceps,Triceps,Patellar,Achilles,yellow
04-07,Aphasia types,Broca,Wernicke,Conduction,Global,green
04-07,Demyelination on NCS/EMG,Slowed velocity,Conduction block,Prolonged distal latency,Temporal dispersion,blue
04-07,CVT imaging signs,Empty delta sign,Cord sign,SWI blooming,Hyperdense sinus,purple
04-08,Peripheral nerve fiber types,A-alpha,A-beta,A-delta,C,yellow
04-08,Carotid artery disorders,Dissection,Fibromuscular dysplasia,Atherosclerosis,Pseudoaneurysm,green
04-08,Pupillary syndromes,Horner,Argyll Robertson,Adie tonic pupil,Marcus Gunn RAPD,blue
04-08,Huntington disease features,Chorea,Psychiatric symptoms,Cognitive decline,Caudate atrophy,purple
04-09,Common stroke imaging,Non-contrast CT,CTA,CT Perfusion,MRI DWI,yellow
04-09,Prehospital LVO scales,RACE,LAMS,FAST-ED,PASS,green
04-09,Thunderclap headache causes,SAH,RCVS,Cervical dissection,Cerebral venous thrombosis,blue
04-09,Mitochondrial disorders,MELAS,MERRF,LHON,Leigh,purple
04-10,Parkinson cardinal features,Bradykinesia,Rigidity,Rest tremor,Postural instability,yellow
04-10,Visual pathway anatomy (retinotopy),Macula,Nasal retina,Temporal retina,Fovea,green
04-10,Focal seizure semiologies,Automotor,Aphasic,Hypermotor,Somatosensory,blue
04-10,Autoimmune myositis Abs,Anti–Jo-1,Mi-2,SRP,HMGCR,purple
04-11,Visual field defects,Bitemporal hemianopia,Homonymous hemianopia,Quadrantanopia,Central scotoma,yellow
04-11,CSF flow structures,Choroid plexus,Foramen of Monro,Aqueduct of Sylvius,Foramina of Luschka/Magendie,green
04-11,Ataxia types,Cerebellar,Sensory,Vestibular,Frontal,blue
04-11,Paraneoplastic syndromes,Lambert-Eaton,Opsoclonus–myoclonus,Subacute cerebellar degeneration,Sensory neuronopathy,purple
04-12,Cerebral lobes,Frontal,Parietal,Temporal,Occipital,yellow
04-12,Posterior circulation arteries,PICA,AICA,SCA,PCA,green
04-12,Basal ganglia nuclei,Caudate,Putamen,Globus pallidus,Subthalamic nucleus,blue
04-12,Thalamic relay nuclei,VPL,VPM,LGN,MGN,purple
04-13,Normal EEG rhythms,Alpha,Beta,Theta,Delta,yellow
04-13,Association fiber tracts,Arcuate fasciculus,Uncinate fasciculus,Cingulum,Inferior longitudinal fasciculus,green
04-13,Autoimmune encephalitis antibodies,Anti-NMDA,LGI1,CASPR2,GAD65,blue
04-13,Spinal cord syndromes,Anterior cord,Posterior cord,Central cord,Brown-Séquard,purple
04-14,Sleep stages,N1,N2,N3,REM,yellow
04-14,Major spinal cord tracts,Lateral corticospinal,Spinothalamic,Dorsal column–medial lemniscus,Spinocerebellar,green
04-14,Classic lacunar syndromes,Pure motor,Pure sensory,Ataxic hemiparesis,Dysarthria–clumsy hand,blue
04-14,CNS infections (immunocompromised),Toxoplasmosis,Cryptococcal meningitis,CMV encephalitis,PML,purple
04-15,Dementia types,Alzheimer,Lewy body,Frontotemporal,Vascular,yellow
04-15,Cranial nerves with parasympathetics,III (Oculomotor),VII (Facial),IX (Glossopharyngeal),X (Vagus),green
04-15,Cerebellar deep nuclei,Dentate,Emboliform,Globose,Fastigial,blue
04-15,Dementia medications,Donepezil,Rivastigmine,Galantamine,Memantine,purple
04-16,MRI sequences,T1,T2,FLAIR,DWI,yellow
04-16,Early ischemic CT signs,Hyperdense MCA sign,Insular ribbon loss,Loss of gray–white,Sulcal effacement,green
04-16,CNS demyelinating disorders,Multiple sclerosis,NMOSD,MOGAD,ADEM,blue
04-16,Migraine abortives,Sumatriptan,Ubrogepant,Rimegepant,Dihydroergotamine,purple
04-17,Visual pathway anatomy,Optic nerve,Optic chiasm,Optic tract,Optic radiations,yellow
04-17,MS lesion topography,Periventricular,Juxtacortical,Infratentorial,Spinal cord,green
04-17,Neuromuscular junction disorders,Myasthenia gravis,Lambert-Eaton,Botulism,Congenital myasthenic,blue
04-17,Migraine preventives,Topiramate,Propranolol,Amitriptyline,Erenumab,purple
04-18,Glial cell types,Astrocyte,Oligodendrocyte,Microglia,Ependymal cell,yellow
04-18,Trigeminal autonomic cephalalgias,Cluster headache,Paroxysmal hemicrania,SUNCT,SUNA,green
04-18,Motor neuron diseases,ALS,SMA,PLS,PMA,blue
04-18,Peripheral neuropathy types,Axonal,Demyelinating,Small fiber,Large fiber,purple
04-19,Tremor types,Rest,Postural,Intention,Task-specific,yellow
04-19,Pediatric epilepsy syndromes,West (infantile spasms),Lennox–Gastaut,Dravet,Childhood absence epilepsy,green
04-19,Gait patterns,Hemiparetic,Ataxic,Steppage,Parkinsonian,blue
04-19,Toxic neuropathies,Amiodarone,Vincristine,Isoniazid,Linezolid,purple
04-20,Seizure types (ILAE),Focal aware,Focal impaired awareness,Generalized tonic-clonic,Absence,yellow
04-20,Parkinson therapies,Levodopa,Pramipexole,Selegiline,Amantadine,green
04-20,Evoked potentials,VEP,SSEP,BAER,MEP,blue
04-20,GBS variants,AIDP,AMAN,AMSAN,Miller Fisher,purple
04-21,Hearing loss types,Conductive,Sensorineural,Mixed,Central,yellow
04-21,Brainstem stroke syndromes,Lateral medullary,Medial medullary,Lateral pontine,Medial pontine,green
04-21,MS disease-modifying therapies,Ocrelizumab,Natalizumab,Fingolimod,Teriflunomide,blue
04-21,Stroke mimics,Seizure,Hemiplegic migraine,Hypoglycemia,Conversion disorder,purple
04-22,Hydrocephalus categories,Communicating,Obstructive (non-communicating),Normal pressure,Ex vacuo,yellow
04-22,Eye movement disorders,Internuclear ophthalmoplegia,Skew deviation,Parinaud syndrome,One-and-a-half syndrome,green
04-22,Status epilepticus sequence,Benzodiazepine,Levetiracetam,Fosphenytoin,Propofol,blue
04-22,Antiplatelets for stroke,Aspirin,Clopidogrel,Ticagrelor,Dipyridamole,purple
04-23,Headache red flags (SNOOP),Systemic,Neurologic,Onset sudden,Older age,yellow
04-23,NMJ antibodies,Anti–AChR,Anti–MuSK,Anti–LRP4,Anti–P/Q-type VGCC,green
04-23,Common mononeuropathies,Median (carpal tunnel),Ulnar (cubital tunnel),Radial (spiral groove),Peroneal (fibular head),blue
04-23,Direct oral anticoagulants,Apixaban,Rivaroxaban,Dabigatran,Edoxaban,purple
04-24,Common reflexes,Biceps,Triceps,Patellar,Achilles,yellow
04-24,Aphasia types,Broca,Wernicke,Conduction,Global,green
04-24,Demyelination on NCS/EMG,Slowed velocity,Conduction block,Prolonged distal latency,Temporal dispersion,blue
04-24,CVT imaging signs,Empty delta sign,Cord sign,SWI blooming,Hyperdense sinus,purple
04-25,Peripheral nerve fiber types,A-alpha,A-beta,A-delta,C,yellow
04-25,Carotid artery disorders,Dissection,Fibromuscular dysplasia,Atherosclerosis,Pseudoaneurysm,green
04-25,Pupillary syndromes,Horner,Argyll Robertson,Adie tonic pupil,Marcus Gunn RAPD,blue
04-25,Huntington disease features,Chorea,Psychiatric symptoms,Cognitive decline,Caudate atrophy,purple
04-26,Common stroke imaging,Non-contrast CT,CTA,CT Perfusion,MRI DWI,yellow
04-26,Prehospital LVO scales,RACE,LAMS,FAST-ED,PASS,green
04-26,Thunderclap headache causes,SAH,RCVS,Cervical dissection,Cerebral venous thrombosis,blue
04-26,Mitochondrial disorders,MELAS,MERRF,LHON,Leigh,purple
04-27,Parkinson cardinal features,Bradykinesia,Rigidity,Rest tremor,Postural instability,yellow
04-27,Visual pathway anatomy (retinotopy),Macula,Nasal retina,Temporal retina,Fovea,green
04-27,Focal seizure semiologies,Automotor,Aphasic,Hypermotor,Somatosensory,blue
04-27,Autoimmune myositis Abs,Anti–Jo-1,Mi-2,SRP,HMGCR,purple
04-28,Visual field defects,Bitemporal hemianopia,Homonymous hemianopia,Quadrantanopia,Central scotoma,yellow
04-28,CSF flow structures,Choroid plexus,Foramen of Monro,Aqueduct of Sylvius,Foramina of Luschka/Magendie,green
04-28,Ataxia types,Cerebellar,Sensory,Vestibular,Frontal,blue
04-28,Paraneoplastic syndromes,Lambert-Eaton,Opsoclonus–myoclonus,Subacute cerebellar degeneration,Sensory neuronopathy,purple
04-29,Cerebral lobes,Frontal,Parietal,Temporal,Occipital,yellow
04-29,Posterior circulation arteries,PICA,AICA,SCA,PCA,green
04-29,Basal ganglia nuclei,Caudate,Putamen,Globus pallidus,Subthalamic nucleus,blue
04-29,Thalamic relay nuclei,VPL,VPM,LGN,MGN,purple
04-30,Normal EEG rhythms,Alpha,Beta,Theta,Delta,yellow
04-30,Association fiber tracts,Arcuate fasciculus,Uncinate fasciculus,Cingulum,Inferior longitudinal fasciculus,green
04-30,Autoimmune encephalitis antibodies,Anti-NMDA,LGI1,CASPR2,GAD65,blue
04-30,Spinal cord syndromes,Anterior cord,Posterior cord,Central cord,Brown-Séquard,purple
05-01,Sleep stages,N1,N2,N3,REM,yellow
05-01,Major spinal cord tracts,Lateral corticospinal,Spinothalamic,Dorsal column–medial lemniscus,Spinocerebellar,green
05-01,Classic lacunar syndromes,Pure motor,Pure sensory,Ataxic hemiparesis,Dysarthria–clumsy hand,blue
05-01,CNS infections (immunocompromised),Toxoplasmosis,Cryptococcal meningitis,CMV encephalitis,PML,purple
05-02,Dementia types,Alzheimer,Lewy body,Frontotemporal,Vascular,yellow
05-02,Cranial nerves with parasympathetics,III (Oculomotor),VII (Facial),IX (Glossopharyngeal),X (Vagus),green
05-02,Cerebellar deep nuclei,Dentate,Emboliform,Globose,Fastigial,blue
05-02,Dementia medications,Donepezil,Rivastigmine,Galantamine,Memantine,purple
05-03,MRI sequences,T1,T2,FLAIR,DWI,yellow
05-03,Early ischemic CT signs,Hyperdense MCA sign,Insular ribbon loss,Loss of gray–white,Sulcal effacement,green
05-03,CNS demyelinating disorders,Multiple sclerosis,NMOSD,MOGAD,ADEM,blue
05-03,Migraine abortives,Sumatriptan,Ubrogepant,Rimegepant,Dihydroergotamine,purple
05-04,Visual pathway anatomy,Optic nerve,Optic chiasm,Optic tract,Optic radiations,yellow
05-04,MS lesion topography,Periventricular,Juxtacortical,Infratentorial,Spinal cord,green
05-04,Neuromuscular junction disorders,Myasthenia gravis,Lambert-Eaton,Botulism,Congenital myasthenic,blue
05-04,Migraine preventives,Topiramate,Propranolol,Amitriptyline,Erenumab,purple
05-05,Glial cell types,Astrocyte,Oligodendrocyte,Microglia,Ependymal cell,yellow
05-05,Trigeminal autonomic cephalalgias,Cluster headache,Paroxysmal hemicrania,SUNCT,SUNA,green
05-05,Motor neuron diseases,ALS,SMA,PLS,PMA,blue
05-05,Peripheral neuropathy types,Axonal,Demyelinating,Small fiber,Large fiber,purple
05-06,Tremor types,Rest,Postural,Intention,Task-specific,yellow
05-06,Pediatric epilepsy syndromes,West (infantile spasms),Lennox–Gastaut,Dravet,Childhood absence epilepsy,green
05-06,Gait patterns,Hemiparetic,Ataxic,Steppage,Parkinsonian,blue
05-06,Toxic neuropathies,Amiodarone,Vincristine,Isoniazid,Linezolid,purple
05-07,Seizure types (ILAE),Focal aware,Focal impaired awareness,Generalized tonic-clonic,Absence,yellow
05-07,Parkinson therapies,Levodopa,Pramipexole,Selegiline,Amantadine,green
05-07,Evoked potentials,VEP,SSEP,BAER,MEP,blue
05-07,GBS variants,AIDP,AMAN,AMSAN,Miller Fisher,purple
05-08,Hearing loss types,Conductive,Sensorineural,Mixed,Central,yellow
05-08,Brainstem stroke syndromes,Lateral medullary,Medial medullary,Lateral pontine,Medial pontine,green
05-08,MS disease-modifying therapies,Ocrelizumab,Natalizumab,Fingolimod,Teriflunomide,blue
05-08,Stroke mimics,Seizure,Hemiplegic migraine,Hypoglycemia,Conversion disorder,purple
05-09,Hydrocephalus categories,Communicating,Obstructive (non-communicating),Normal pressure,Ex vacuo,yellow
05-09,Eye movement disorders,Internuclear ophthalmoplegia,Skew deviation,Parinaud syndrome,One-and-a-half syndrome,green
05-09,Status epilepticus sequence,Benzodiazepine,Levetiracetam,Fosphenytoin,Propofol,blue
05-09,Antiplatelets for stroke,Aspirin,Clopidogrel,Ticagrelor,Dipyridamole,purple
05-10,Headache red flags (SNOOP),Systemic,Neurologic,Onset sudden,Older age,yellow
05-10,NMJ antibodies,Anti–AChR,Anti–MuSK,Anti–LRP4,Anti–P/Q-type VGCC,green
05-10,Common mononeuropathies,Median (carpal tunnel),Ulnar (cubital tunnel),Radial (spiral groove),Peroneal (fibular head),blue
05-10,Direct oral anticoagulants,Apixaban,Rivaroxaban,Dabigatran,Edoxaban,purple
05-11,Common reflexes,Biceps,Triceps,Patellar,Achilles,yellow
05-11,Aphasia types,Broca,Wernicke,Conduction,Global,green
05-11,Demyelination on NCS/EMG,Slowed velocity,Conduction block,Prolonged distal latency,Temporal dispersion,blue
05-11,CVT imaging signs,Empty delta sign,Cord sign,SWI blooming,Hyperdense sinus,purple
05-12,Peripheral nerve fiber types,A-alpha,A-beta,A-delta,C,yellow
05-12,Carotid artery disorders,Dissection,Fibromuscular dysplasia,Atherosclerosis,Pseudoaneurysm,green
05-12,Pupillary syndromes,Horner,Argyll Robertson,Adie tonic pupil,Marcus Gunn RAPD,blue
05-12,Huntington disease features,Chorea,Psychiatric symptoms,Cognitive decline,Caudate atrophy,purple
05-13,Common stroke imaging,Non-contrast CT,CTA,CT Perfusion,MRI DWI,yellow
05-13,Prehospital LVO scales,RACE,LAMS,FAST-ED,PASS,green
05-13,Thunderclap headache causes,SAH,RCVS,Cervical dissection,Cerebral venous thrombosis,blue
05-13,Mitochondrial disorders,MELAS,MERRF,LHON,Leigh,purple
05-14,Parkinson cardinal features,Bradykinesia,Rigidity,Rest tremor,Postural instability,yellow
05-14,Visual pathway anatomy (retinotopy),Macula,Nasal retina,Temporal retina,Fovea,green
05-14,Focal seizure semiologies,Automotor,Aphasic,Hypermotor,Somatosensory,blue
05-14,Autoimmune myositis Abs,Anti–Jo-1,Mi-2,SRP,HMGCR,purple
05-15,Visual field defects,Bitemporal hemianopia,Homonymous hemianopia,Quadrantanopia,Central scotoma,yellow
05-15,CSF flow structures,Choroid plexus,Foramen of Monro,Aqueduct of Sylvius,Foramina of Luschka/Magendie,green
05-15,Ataxia types,Cerebellar,Sensory,Vestibular,Frontal,blue
05-15,Paraneoplastic syndromes,Lambert-Eaton,Opsoclonus–myoclonus,Subacute cerebellar degeneration,Sensory neuronopathy,purple
05-16,Cerebral lobes,Frontal,Parietal,Temporal,Occipital,yellow
05-16,Posterior circulation arteries,PICA,AICA,SCA,PCA,green
05-16,Basal ganglia nuclei,Caudate,Putamen,Globus pallidus,Subthalamic nucleus,blue
05-16,Thalamic relay nuclei,VPL,VPM,LGN,MGN,purple
05-17,Normal EEG rhythms,Alpha,Beta,Theta,Delta,yellow
05-17,Association fiber tracts,Arcuate fasciculus,Uncinate fasciculus,Cingulum,Inferior longitudinal fasciculus,green
05-17,Autoimmune encephalitis antibodies,Anti-NMDA,LGI1,CASPR2,GAD65,blue
05-17,Spinal cord syndromes,Anterior cord,Posterior cord,Central cord,Brown-Séquard,purple
05-18,Sleep stages,N1,N2,N3,REM,yellow
05-18,Major spinal cord tracts,Lateral corticospinal,Spinothalamic,Dorsal column–medial lemniscus,Spinocerebellar,green
05-18,Classic lacunar syndromes,Pure motor,Pure sensory,Ataxic hemiparesis,Dysarthria–clumsy hand,blue
05-18,CNS infections (immunocompromised),Toxoplasmosis,Cryptococcal meningitis,CMV encephalitis,PML,purple
05-19,Dementia types,Alzheimer,Lewy body,Frontotemporal,Vascular,yellow
05-19,Cranial nerves with parasympathetics,III (Oculomotor),VII (Facial),IX (Glossopharyngeal),X (Vagus),green
05-19,Cerebellar deep nuclei,Dentate,Emboliform,Globose,Fastigial,blue
05-19,Dementia medications,Donepezil,Rivastigmine,Galantamine,Memantine,purple
05-20,MRI sequences,T1,T2,FLAIR,DWI,yellow
05-20,Early ischemic CT signs,Hyperdense MCA sign,Insular ribbon loss,Loss of gray–white,Sulcal effacement,green
05-20,CNS demyelinating disorders,Multiple sclerosis,NMOSD,MOGAD,ADEM,blue
05-20,Migraine abortives,Sumatriptan,Ubrogepant,Rimegepant,Dihydroergotamine,purple
05-21,Visual pathway anatomy,Optic nerve,Optic chiasm,Optic tract,Optic radiations,yellow
05-21,MS lesion topography,Periventricular,Juxtacortical,Infratentorial,Spinal cord,green
05-21,Neuromuscular junction disorders,Myasthenia gravis,Lambert-Eaton,Botulism,Congenital myasthenic,blue
05-21,Migraine preventives,Topiramate,Propranolol,Amitriptyline,Erenumab,purple
05-22,Glial cell types,Astrocyte,Oligodendrocyte,Microglia,Ependymal cell,yellow
05-22,Trigeminal autonomic cephalalgias,Cluster headache,Paroxysmal hemicrania,SUNCT,SUNA,green
05-22,Motor neuron diseases,ALS,SMA,PLS,PMA,blue
05-22,Peripheral neuropathy types,Axonal,Demyelinating,Small fiber,Large fiber,purple
05-23,Tremor types,Rest,Postural,Intention,Task-specific,yellow
05-23,Pediatric epilepsy syndromes,West (infantile spasms),Lennox–Gastaut,Dravet,Childhood absence epilepsy,green
05-23,Gait patterns,Hemiparetic,Ataxic,Steppage,Parkinsonian,blue
05-23,Toxic neuropathies,Amiodarone,Vincristine,Isoniazid,Linezolid,purple
05-24,Seizure types (ILAE),Focal aware,Focal impaired awareness,Generalized tonic-clonic,Absence,yellow
05-24,Parkinson therapies,Levodopa,Pramipexole,Selegiline,Amantadine,green
05-24,Evoked potentials,VEP,SSEP,BAER,MEP,blue
05-24,GBS variants,AIDP,AMAN,AMSAN,Miller Fisher,purple
05-25,Hearing loss types,Conductive,Sensorineural,Mixed,Central,yellow
05-25,Brainstem stroke syndromes,Lateral medullary,Medial medullary,Lateral pontine,Medial pontine,green
05-25,MS disease-modifying therapies,Ocrelizumab,Natalizumab,Fingolimod,Teriflunomide,blue
05-25,Stroke mimics,Seizure,Hemiplegic migraine,Hypoglycemia,Conversion disorder,purple
05-26,Hydrocephalus categories,Communicating,Obstructive (non-communicating),Normal pressure,Ex vacuo,yellow
05-26,Eye movement disorders,Internuclear ophthalmoplegia,Skew deviation,Parinaud syndrome,One-and-a-half syndrome,green
05-26,Status epilepticus sequence,Benzodiazepine,Levetiracetam,Fosphenytoin,Propofol,blue
05-26,Antiplatelets for stroke,Aspirin,Clopidogrel,Ticagrelor,Dipyridamole,purple
05-27,Headache red flags (SNOOP),Systemic,Neurologic,Onset sudden,Older age,yellow
05-27,NMJ antibodies,Anti–AChR,Anti–MuSK,Anti–LRP4,Anti–P/Q-type VGCC,green
05-27,Common mononeuropathies,Median (carpal tunnel),Ulnar (cubital tunnel),Radial (spiral groove),Peroneal (fibular head),blue
05-27,Direct oral anticoagulants,Apixaban,Rivaroxaban,Dabigatran,Edoxaban,purple
05-28,Common reflexes,Biceps,Triceps,Patellar,Achilles,yellow
05-28,Aphasia types,Broca,Wernicke,Conduction,Global,green
05-28,Demyelination on NCS/EMG,Slowed velocity,Conduction block,Prolonged distal latency,Temporal dispersion,blue
05-28,CVT imaging signs,Empty delta sign,Cord sign,SWI blooming,Hyperdense sinus,purple
05-29,Peripheral nerve fiber types,A-alpha,A-beta,A-delta,C,yellow
05-29,Carotid artery disorders,Dissection,Fibromuscular dysplasia,Atherosclerosis,Pseudoaneurysm,green
05-29,Pupillary syndromes,Horner,Argyll Robertson,Adie tonic pupil,Marcus Gunn RAPD,blue
05-29,Huntington disease features,Chorea,Psychiatric symptoms,Cognitive decline,Caudate atrophy,purple
05-30,Common stroke imaging,Non-contrast CT,CTA,CT Perfusion,MRI DWI,yellow
05-30,Prehospital LVO scales,RACE,LAMS,FAST-ED,PASS,green
05-30,Thunderclap headache causes,SAH,RCVS,Cervical dissection,Cerebral venous thrombosis,blue
05-30,Mitochondrial disorders,MELAS,MERRF,LHON,Leigh,purple
05-31,Parkinson cardinal features,Bradykinesia,Rigidity,Rest tremor,Postural instability,yellow
05-31,Visual pathway anatomy (retinotopy),Macula,Nasal retina,Temporal retina,Fovea,green
05-31,Focal seizure semiologies,Automotor,Aphasic,Hypermotor,Somatosensory,blue
05-31,Autoimmune myositis Abs,Anti–Jo-1,Mi-2,SRP,HMGCR,purple
