date,category,item1,item2,item3,item4,difficulty
3/19,Sleep stages,N1,N2,N3,REM,yellow
3/19,Major spinal cord tracts,Lateral corticospinal,Spinothalamic,Dorsal column–medial lemniscus,Spinocerebellar,green
3/19,Classic lacunar syndromes,Pure motor,Pure sensory,Ataxic hemiparesis,Dysarthria–clumsy hand,blue
3/19,CNS infections (immunocompromised),Toxoplasmosis,Cryptococcal meningitis,CMV encephalitis,PML,purple
3/20,Dementia types,Alzheimer,Lewy body,Frontotemporal,Vascular,yellow
3/20,Cranial nerves with parasympathetics,III (Oculomotor),VII (Facial),IX (Glossopharyngeal),X (Vagus),green
3/20,Cerebellar deep nuclei,Dentate,Emboliform,Globose,Fastigial,blue
3/20,Dementia medications,Donepezil,Rivastigmine,Galantamine,Memantine,purple
3/21,MRI sequences,T1,T2,FLAIR,DWI,yellow
3/21,Early ischemic CT signs,Hyperdense MCA sign,Insular ribbon loss,Loss of gray–white,Sulcal effacement,green
3/21,CNS demyelinating disorders,Multiple sclerosis,NMOSD,MOGAD,ADEM,blue
3/21,Migraine abortives,Sumatriptan,Ubrogepant,Rimegepant,Dihydroergotamine,purple
3/22,Visual pathway anatomy,Optic nerve,Optic chiasm,Optic tract,Optic radiations,yellow
3/22,MS lesion topography,Periventricular,Juxtacortical,Infratentorial,Spinal cord,green
3/22,Neuromuscular junction disorders,Myasthenia gravis,Lambert-Eaton,Botulism,Congenital myasthenic,blue
3/22,Migraine preventives,Topiramate,Propranolol,Amitriptyline,Erenumab,purple
3/23,Glial cell types,Astrocyte,Oligodendrocyte,Microglia,Ependymal cell,yellow
3/23,Trigeminal autonomic cephalalgias,Cluster headache,Paroxysmal hemicrania,SUNCT,SUNA,green
3/23,Motor neuron diseases,ALS,SMA,PLS,PMA,blue
3/23,Peripheral neuropathy types,Axonal,Demyelinating,Small fiber,Large fiber,purple
3/24,Tremor types,Rest,Postural,Intention,Task-specific,yellow
3/24,Pediatric epilepsy syndromes,West (infantile spasms),Lennox–Gastaut,Dravet,Childhood absence epilepsy,green
3/24,Gait patterns,Hemiparetic,Ataxic,Steppage,Parkinsonian,blue
3/24,Toxic neuropathies,Amiodarone,Vincristine,Isoniazid,Linezolid,purple
3/25,Seizure types (ILAE),Focal aware,Focal impaired awareness,Generalized tonic-clonic,Absence,yellow
3/25,Parkinson therapies,Levodopa,Pramipexole,Selegiline,Amantadine,green
3/25,Evoked potentials,VEP,SSEP,BAER,MEP,blue
3/25,GBS variants,AIDP,AMAN,AMSAN,Miller Fisher,purple
3/26,Hearing loss types,Conductive,Sensorineural,Mixed,Central,yellow
3/26,Brainstem stroke syndromes,Lateral medullary,Medial medullary,Lateral pontine,Medial pontine,green
3/26,MS disease-modifying therapies,Ocrelizumab,Natalizumab,Fingolimod,Teriflunomide,blue
3/26,Stroke mimics,Seizure,Hemiplegic migraine,Hypoglycemia,Conversion disorder,purple
3/27,Hydrocephalus categories,Communicating,Obstructive (non-communicating),Normal pressure,Ex vacuo,yellow
3/27,Eye movement disorders,Internuclear ophthalmoplegia,Skew deviation,Parinaud syndrome,One-and-a-half syndrome,green
3/27,Status epilepticus sequence,Benzodiazepine,Levetiracetam,Fosphenytoin,Propofol,blue
3/27,Antiplatelets for stroke,Aspirin,Clopidogrel,Ticagrelor,Dipyridamole,purple
3/28,Headache red flags (SNOOP),Systemic,Neurologic,Onset sudden,Older age,yellow
3/28,NMJ antibodies,Anti–AChR,Anti–MuSK,Anti–LRP4,Anti–P/Q-type VGCC,green
3/28,Common mononeuropathies,Median (carpal tunnel),Ulnar (cubital tunnel),Radial (spiral groove),Peroneal (fibular head),blue
3/28,Direct oral anticoagulants,Apixaban,Rivaroxaban,Dabigatran,Edoxaban,purple
3/29,Common reflexes,Biceps,Triceps,Patellar,Achilles,yellow
3/29,Aphasia types,Broca,Wernicke,Conduction,Global,green
3/29,Demyelination on NCS/EMG,Slowed velocity,Conduction block,Prolonged distal latency,Temporal dispersion,blue
3/29,CVT imaging signs,Empty delta sign,Cord sign,SWI blooming,Hyperdense sinus,purple
3/30,Peripheral nerve fiber types,A-alpha,A-beta,A-delta,C,yellow
3/30,Carotid artery disorders,Dissection,Fibromuscular dysplasia,Atherosclerosis,Pseudoaneurysm,green
3/30,Pupillary syndromes,Horner,Argyll Robertson,Adie tonic pupil,Marcus Gunn RAPD,blue
3/30,Huntington disease features,Chorea,Psychiatric symptoms,Cognitive decline,Caudate atrophy,purple
3/31,Common stroke imaging,Non-contrast CT,CTA,CT Perfusion,MRI DWI,yellow
3/31,Prehospital LVO scales,RACE,LAMS,FAST-ED,PASS,green
3/31,Thunderclap headache causes,SAH,RCVS,Cervical dissection,Cerebral venous thrombosis,blue
3/31,Mitochondrial disorders,MELAS,MERRF,LHON,Leigh,purple
4/1,Cerebral lobes,Frontal,Parietal,Temporal,Occipital,yellow
4/1,Posterior circulation arteries,PICA,AICA,SCA,PCA,green
4/1,Basal ganglia nuclei,Caudate,Putamen,Globus pallidus,Subthalamic nucleus,blue
4/1,Thalamic relay nuclei,VPL,VPM,LGN,MGN,purple
4/2,Normal EEG rhythms,Alpha,Beta,Theta,Delta,yellow
4/2,Association fiber tracts,Arcuate fasciculus,Uncinate fasciculus,Cingulum,Inferior longitudinal fasciculus,green
4/2,Autoimmune encephalitis antibodies,Anti-NMDA,LGI1,CASPR2,GAD65,blue
4/2,Spinal cord syndromes,Anterior cord,Posterior cord,Central cord,Brown-Séquard,purple
4/3,Sleep stages,N1,N2,N3,REM,yellow
4/3,Major spinal cord tracts,Lateral corticospinal,Spinothalamic,Dorsal column–medial lemniscus,Spinocerebellar,green
4/3,Classic lacunar syndromes,Pure motor,Pure sensory,Ataxic hemiparesis,Dysarthria–clumsy hand,blue
4/3,CNS infections (immunocompromised),Toxoplasmosis,Cryptococcal meningitis,CMV encephalitis,PML,purple
4/4,Dementia types,Alzheimer,Lewy body,Frontotemporal,Vascular,yellow
4/4,Cranial nerves with parasympathetics,III (Oculomotor),VII (Facial),IX (Glossopharyngeal),X (Vagus),green
4/4,Cerebellar deep nuclei,Dentate,Emboliform,Globose,Fastigial,blue
4/4,Dementia medications,Donepezil,Rivastigmine,Galantamine,Memantine,purple
4/5,MRI sequences,T1,T2,FLAIR,DWI,yellow
4/5,Early ischemic CT signs,Hyperdense MCA sign,Insular ribbon loss,Loss of gray–white,Sulcal effacement,green
4/5,CNS demyelinating disorders,Multiple sclerosis,NMOSD,MOGAD,ADEM,blue
4/5,Migraine abortives,Sumatriptan,Ubrogepant,Rimegepant,Dihydroergotamine,purple
4/6,Visual pathway anatomy,Optic nerve,Optic chiasm,Optic tract,Optic radiations,yellow
4/6,MS lesion topography,Periventricular,Juxtacortical,Infratentorial,Spinal cord,green
4/6,Neuromuscular junction disorders,Myasthenia gravis,Lambert-Eaton,Botulism,Congenital myasthenic,blue
4/6,Migraine preventives,Topiramate,Propranolol,Amitriptyline,Erenumab,purple
4/7,Glial cell types,Astrocyte,Oligodendrocyte,Microglia,Ependymal cell,yellow
4/7,Trigeminal autonomic cephalalgias,Cluster headache,Paroxysmal hemicrania,SUNCT,SUNA,green
4/7,Motor neuron diseases,ALS,SMA,PLS,PMA,blue
4/7,Peripheral neuropathy types,Axonal,Demyelinating,Small fiber,Large fiber,purple
4/8,Tremor types,Rest,Postural,Intention,Task-specific,yellow
4/8,Pediatric epilepsy syndromes,West (infantile spasms),Lennox–Gastaut,Dravet,Childhood absence epilepsy,green
4/8,Gait patterns,Hemiparetic,Ataxic,Steppage,Parkinsonian,blue
4/8,Toxic neuropathies,Amiodarone,Vincristine,Isoniazid,Linezolid,purple
4/9,Seizure types (ILAE),Focal aware,Focal impaired awareness,Generalized tonic-clonic,Absence,yellow
4/9,Parkinson therapies,Levodopa,Pramipexole,Selegiline,Amantadine,green
4/9,Evoked potentials,VEP,SSEP,BAER,MEP,blue
4/9,GBS variants,AIDP,AMAN,AMSAN,Miller Fisher,purple
4/10,Hearing loss types,Conductive,Sensorineural,Mixed,Central,yellow
4/10,Brainstem stroke syndromes,Lateral medullary,Medial medullary,Lateral pontine,Medial pontine,green
4/10,MS disease-modifying therapies,Ocrelizumab,Natalizumab,Fingolimod,Teriflunomide,blue
4/10,Stroke mimics,Seizure,Hemiplegic migraine,Hypoglycemia,Conversion disorder,purple
4/11,Hydrocephalus categories,Communicating,Obstructive (non-communicating),Normal pressure,Ex vacuo,yellow
4/11,Eye movement disorders,Internuclear ophthalmoplegia,Skew deviation,Parinaud syndrome,One-and-a-half syndrome,green
4/11,Status epilepticus sequence,Benzodiazepine,Levetiracetam,Fosphenytoin,Propofol,blue
4/11,Antiplatelets for stroke,Aspirin,Clopidogrel,Ticagrelor,Dipyridamole,purple
4/12,Headache red flags (SNOOP),Systemic,Neurologic,Onset sudden,Older age,yellow
4/12,NMJ antibodies,Anti–AChR,Anti–MuSK,Anti–LRP4,Anti–P/Q-type VGCC,green
4/12,Common mononeuropathies,Median (carpal tunnel),Ulnar (cubital tunnel),Radial (spiral groove),Peroneal (fibular head),blue
4/12,Direct oral anticoagulants,Apixaban,Rivaroxaban,Dabigatran,Edoxaban,purple
4/13,Common reflexes,Biceps,Triceps,Patellar,Achilles,yellow
4/13,Aphasia types,Broca,Wernicke,Conduction,Global,green
4/13,Demyelination on NCS/EMG,Slowed velocity,Conduction block,Prolonged distal latency,Temporal dispersion,blue
4/13,CVT imaging signs,Empty delta sign,Cord sign,SWI blooming,Hyperdense sinus,purple
4/14,Peripheral nerve fiber types,A-alpha,A-beta,A-delta,C,yellow
4/14,Carotid artery disorders,Dissection,Fibromuscular dysplasia,Atherosclerosis,Pseudoaneurysm,green
4/14,Pupillary syndromes,Horner,Argyll Robertson,Adie tonic pupil,Marcus Gunn RAPD,blue
4/14,Huntington disease features,Chorea,Psychiatric symptoms,Cognitive decline,Caudate atrophy,purple
4/15,Common stroke imaging,Non-contrast CT,CTA,CT Perfusion,MRI DWI,yellow
4/15,Prehospital LVO scales,RACE,LAMS,FAST-ED,PASS,green
4/15,Thunderclap headache causes,SAH,RCVS,Cervical dissection,Cerebral venous thrombosis,blue
4/15,Mitochondrial disorders,MELAS,MERRF,LHON,Leigh,purple
4/16,Cerebral lobes,Frontal,Parietal,Temporal,Occipital,yellow
4/16,Posterior circulation arteries,PICA,AICA,SCA,PCA,green
4/16,Basal ganglia nuclei,Caudate,Putamen,Globus pallidus,Subthalamic nucleus,blue
4/16,Thalamic relay nuclei,VPL,VPM,LGN,MGN,purple
4/17,Normal EEG rhythms,Alpha,Beta,Theta,Delta,yellow
4/17,Association fiber tracts,Arcuate fasciculus,Uncinate fasciculus,Cingulum,Inferior longitudinal fasciculus,green
4/17,Autoimmune encephalitis antibodies,Anti-NMDA,LGI1,CASPR2,GAD65,blue
4/17,Spinal cord syndromes,Anterior cord,Posterior cord,Central cord,Brown-Séquard,purple
4/18,Sleep stages,N1,N2,N3,REM,yellow
4/18,Major spinal cord tracts,Lateral corticospinal,Spinothalamic,Dorsal column–medial lemniscus,Spinocerebellar,green
4/18,Classic lacunar syndromes,Pure motor,Pure sensory,Ataxic hemiparesis,Dysarthria–clumsy hand,blue
4/18,CNS infections (immunocompromised),Toxoplasmosis,Cryptococcal meningitis,CMV encephalitis,PML,purple
4/19,Dementia types,Alzheimer,Lewy body,Frontotemporal,Vascular,yellow
4/19,Cranial nerves with parasympathetics,III (Oculomotor),VII (Facial),IX (Glossopharyngeal),X (Vagus),green
4/19,Cerebellar deep nuclei,Dentate,Emboliform,Globose,Fastigial,blue
4/19,Dementia medications,Donepezil,Rivastigmine,Galantamine,Memantine,purple
4/20,MRI sequences,T1,T2,FLAIR,DWI,yellow
4/20,Early ischemic CT signs,Hyperdense MCA sign,Insular ribbon loss,Loss of gray–white,Sulcal effacement,green
4/20,CNS demyelinating disorders,Multiple sclerosis,NMOSD,MOGAD,ADEM,blue
4/20,Migraine abortives,Sumatriptan,Ubrogepant,Rimegepant,Dihydroergotamine,purple
4/21,Visual pathway anatomy,Optic nerve,Optic chiasm,Optic tract,Optic radiations,yellow
4/21,MS lesion topography,Periventricular,Juxtacortical,Infratentorial,Spinal cord,green
4/21,Neuromuscular junction disorders,Myasthenia gravis,Lambert-Eaton,Botulism,Congenital myasthenic,blue
4/21,Migraine preventives,Topiramate,Propranolol,Amitriptyline,Erenumab,purple
4/22,Glial cell types,Astrocyte,Oligodendrocyte,Microglia,Ependymal cell,yellow
4/22,Trigeminal autonomic cephalalgias,Cluster headache,Paroxysmal hemicrania,SUNCT,SUNA,green
4/22,Motor neuron diseases,ALS,SMA,PLS,PMA,blue
4/22,Peripheral neuropathy types,Axonal,Demyelinating,Small fiber,Large fiber,purple
4/23,Tremor types,Rest,Postural,Intention,Task-specific,yellow
4/23,Pediatric epilepsy syndromes,West (infantile spasms),Lennox–Gastaut,Dravet,Childhood absence epilepsy,green
4/23,Gait patterns,Hemiparetic,Ataxic,Steppage,Parkinsonian,blue
4/23,Toxic neuropathies,Amiodarone,Vincristine,Isoniazid,Linezolid,purple
4/24,Seizure types (ILAE),Focal aware,Focal impaired awareness,Generalized tonic-clonic,Absence,yellow
4/24,Parkinson therapies,Levodopa,Pramipexole,Selegiline,Amantadine,green
4/24,Evoked potentials,VEP,SSEP,BAER,MEP,blue
4/24,GBS variants,AIDP,AMAN,AMSAN,Miller Fisher,purple
4/25,Hearing loss types,Conductive,Sensorineural,Mixed,Central,yellow
4/25,Brainstem stroke syndromes,Lateral medullary,Medial medullary,Lateral pontine,Medial pontine,green
4/25,MS disease-modifying therapies,Ocrelizumab,Natalizumab,Fingolimod,Teriflunomide,blue
4/25,Stroke mimics,Seizure,Hemiplegic migraine,Hypoglycemia,Conversion disorder,purple
4/26,Hydrocephalus categories,Communicating,Obstructive (non-communicating),Normal pressure,Ex vacuo,yellow
4/26,Eye movement disorders,Internuclear ophthalmoplegia,Skew deviation,Parinaud syndrome,One-and-a-half syndrome,green
4/26,Status epilepticus sequence,Benzodiazepine,Levetiracetam,Fosphenytoin,Propofol,blue
4/26,Antiplatelets for stroke,Aspirin,Clopidogrel,Ticagrelor,Dipyridamole,purple
4/27,Headache red flags (SNOOP),Systemic,Neurologic,Onset sudden,Older age,yellow
4/27,NMJ antibodies,Anti–AChR,Anti–MuSK,Anti–LRP4,Anti–P/Q-type VGCC,green
4/27,Common mononeuropathies,Median (carpal tunnel),Ulnar (cubital tunnel),Radial (spiral groove),Peroneal (fibular head),blue
4/27,Direct oral anticoagulants,Apixaban,Rivaroxaban,Dabigatran,Edoxaban,purple
4/28,Common reflexes,Biceps,Triceps,Patellar,Achilles,yellow
4/28,Aphasia types,Broca,Wernicke,Conduction,Global,green
4/28,Demyelination on NCS/EMG,Slowed velocity,Conduction block,Prolonged distal latency,Temporal dispersion,blue
4/28,CVT imaging signs,Empty delta sign,Cord sign,SWI blooming,Hyperdense sinus,purple
4/29,Peripheral nerve fiber types,A-alpha,A-beta,A-delta,C,yellow
4/29,Carotid artery disorders,Dissection,Fibromuscular dysplasia,Atherosclerosis,Pseudoaneurysm,green
4/29,Pupillary syndromes,Horner,Argyll Robertson,Adie tonic pupil,Marcus Gunn RAPD,blue
4/29,Huntington disease features,Chorea,Psychiatric symptoms,Cognitive decline,Caudate atrophy,purple
4/30,Common stroke imaging,Non-contrast CT,CTA,CT Perfusion,MRI DWI,yellow
4/30,Prehospital LVO scales,RACE,LAMS,FAST-ED,PASS,green
4/30,Thunderclap headache causes,SAH,RCVS,Cervical dissection,Cerebral venous thrombosis,blue
4/30,Mitochondrial disorders,MELAS,MERRF,LHON,Leigh,purple
5/1,Cerebral lobes,Frontal,Parietal,Temporal,Occipital,yellow
5/1,Posterior circulation arteries,PICA,AICA,SCA,PCA,green
5/1,Basal ganglia nuclei,Caudate,Putamen,Globus pallidus,Subthalamic nucleus,blue
5/1,Thalamic relay nuclei,VPL,VPM,LGN,MGN,purple
5/2,Normal EEG rhythms,Alpha,Beta,Theta,Delta,yellow
5/2,Association fiber tracts,Arcuate fasciculus,Uncinate fasciculus,Cingulum,Inferior longitudinal fasciculus,green
5/2,Autoimmune encephalitis antibodies,Anti-NMDA,LGI1,CASPR2,GAD65,blue
5/2,Spinal cord syndromes,Anterior cord,Posterior cord,Central cord,Brown-Séquard,purple
5/3,Sleep stages,N1,N2,N3,REM,yellow
5/3,Major spinal cord tracts,Lateral corticospinal,Spinothalamic,Dorsal column–medial lemniscus,Spinocerebellar,green
5/3,Classic lacunar syndromes,Pure motor,Pure sensory,Ataxic hemiparesis,Dysarthria–clumsy hand,blue
5/3,CNS infections (immunocompromised),Toxoplasmosis,Cryptococcal meningitis,CMV encephalitis,PML,purple
5/4,Dementia types,Alzheimer,Lewy body,Frontotemporal,Vascular,yellow
5/4,Cranial nerves with parasympathetics,III (Oculomotor),VII (Facial),IX (Glossopharyngeal),X (Vagus),green
5/4,Cerebellar deep nuclei,Dentate,Emboliform,Globose,Fastigial,blue
5/4,Dementia medications,Donepezil,Rivastigmine,Galantamine,Memantine,purple
5/5,MRI sequences,T1,T2,FLAIR,DWI,yellow
5/5,Early ischemic CT signs,Hyperdense MCA sign,Insular ribbon loss,Loss of gray–white,Sulcal effacement,green
5/5,CNS demyelinating disorders,Multiple sclerosis,NMOSD,MOGAD,ADEM,blue
5/5,Migraine abortives,Sumatriptan,Ubrogepant,Rimegepant,Dihydroergotamine,purple
5/6,Visual pathway anatomy,Optic nerve,Optic chiasm,Optic tract,Optic radiations,yellow
5/6,MS lesion topography,Periventricular,Juxtacortical,Infratentorial,Spinal cord,green
5/6,Neuromuscular junction disorders,Myasthenia gravis,Lambert-Eaton,Botulism,Congenital myasthenic,blue
5/6,Migraine preventives,Topiramate,Propranolol,Amitriptyline,Erenumab,purple
5/7,Glial cell types,Astrocyte,Oligodendrocyte,Microglia,Ependymal cell,yellow
5/7,Trigeminal autonomic cephalalgias,Cluster headache,Paroxysmal hemicrania,SUNCT,SUNA,green
5/7,Motor neuron diseases,ALS,SMA,PLS,PMA,blue
5/7,Peripheral neuropathy types,Axonal,Demyelinating,Small fiber,Large fiber,purple
5/8,Tremor types,Rest,Postural,Intention,Task-specific,yellow
5/8,Pediatric epilepsy syndromes,West (infantile spasms),Lennox–Gastaut,Dravet,Childhood absence epilepsy,green
5/8,Gait patterns,Hemiparetic,Ataxic,Steppage,Parkinsonian,blue
5/8,Toxic neuropathies,Amiodarone,Vincristine,Isoniazid,Linezolid,purple
5/9,Seizure types (ILAE),Focal aware,Focal impaired awareness,Generalized tonic-clonic,Absence,yellow
5/9,Parkinson therapies,Levodopa,Pramipexole,Selegiline,Amantadine,green
5/9,Evoked potentials,VEP,SSEP,BAER,MEP,blue
5/9,GBS variants,AIDP,AMAN,AMSAN,Miller Fisher,purple
5/10,Hearing loss types,Conductive,Sensorineural,Mixed,Central,yellow
5/10,Brainstem stroke syndromes,Lateral medullary,Medial medullary,Lateral pontine,Medial pontine,green
5/10,MS disease-modifying therapies,Ocrelizumab,Natalizumab,Fingolimod,Teriflunomide,blue
5/10,Stroke mimics,Seizure,Hemiplegic migraine,Hypoglycemia,Conversion disorder,purple
5/11,Hydrocephalus categories,Communicating,Obstructive (non-communicating),Normal pressure,Ex vacuo,yellow
5/11,Eye movement disorders,Internuclear ophthalmoplegia,Skew deviation,Parinaud syndrome,One-and-a-half syndrome,green
5/11,Status epilepticus sequence,Benzodiazepine,Levetiracetam,Fosphenytoin,Propofol,blue
5/11,Antiplatelets for stroke,Aspirin,Clopidogrel,Ticagrelor,Dipyridamole,purple
5/12,Headache red flags (SNOOP),Systemic,Neurologic,Onset sudden,Older age,yellow
5/12,NMJ antibodies,Anti–AChR,Anti–MuSK,Anti–LRP4,Anti–P/Q-type VGCC,green
5/12,Common mononeuropathies,Median (carpal tunnel),Ulnar (cubital tunnel),Radial (spiral groove),Peroneal (fibular head),blue
5/12,Direct oral anticoagulants,Apixaban,Rivaroxaban,Dabigatran,Edoxaban,purple
5/13,Common reflexes,Biceps,Triceps,Patellar,Achilles,yellow
5/13,Aphasia types,Broca,Wernicke,Conduction,Global,green
5/13,Demyelination on NCS/EMG,Slowed velocity,Conduction block,Prolonged distal latency,Temporal dispersion,blue
5/13,CVT imaging signs,Empty delta sign,Cord sign,SWI blooming,Hyperdense sinus,purple
5/14,Peripheral nerve fiber types,A-alpha,A-beta,A-delta,C,yellow
5/14,Carotid artery disorders,Dissection,Fibromuscular dysplasia,Atherosclerosis,Pseudoaneurysm,green
5/14,Pupillary syndromes,Horner,Argyll Robertson,Adie tonic pupil,Marcus Gunn RAPD,blue
5/14,Huntington disease features,Chorea,Psychiatric symptoms,Cognitive decline,Caudate atrophy,purple
5/15,Common stroke imaging,Non-contrast CT,CTA,CT Perfusion,MRI DWI,yellow
5/15,Prehospital LVO scales,RACE,LAMS,FAST-ED,PASS,green
5/15,Thunderclap headache causes,SAH,RCVS,Cervical dissection,Cerebral venous thrombosis,blue
5/15,Mitochondrial disorders,MELAS,MERRF,LHON,Leigh,purple
5/16,Cerebral lobes,Frontal,Parietal,Temporal,Occipital,yellow
5/16,Posterior circulation arteries,PICA,AICA,SCA,PCA,green
5/16,Basal ganglia nuclei,Caudate,Putamen,Globus pallidus,Subthalamic nucleus,blue
5/16,Thalamic relay nuclei,VPL,VPM,LGN,MGN,purple
5/17,Normal EEG rhythms,Alpha,Beta,Theta,Delta,yellow
5/17,Association fiber tracts,Arcuate fasciculus,Uncinate fasciculus,Cingulum,Inferior longitudinal fasciculus,green
5/17,Autoimmune encephalitis antibodies,Anti-NMDA,LGI1,CASPR2,GAD65,blue
5/17,Spinal cord syndromes,Anterior cord,Posterior cord,Central cord,Brown-Séquard,purple
5/18,Sleep stages,N1,N2,N3,REM,yellow
5/18,Major spinal cord tracts,Lateral corticospinal,Spinothalamic,Dorsal column–medial lemniscus,Spinocerebellar,green
5/18,Classic lacunar syndromes,Pure motor,Pure sensory,Ataxic hemiparesis,Dysarthria–clumsy hand,blue
5/18,CNS infections (immunocompromised),Toxoplasmosis,Cryptococcal meningitis,CMV encephalitis,PML,purple
5/19,Dementia types,Alzheimer,Lewy body,Frontotemporal,Vascular,yellow
5/19,Cranial nerves with parasympathetics,III (Oculomotor),VII (Facial),IX (Glossopharyngeal),X (Vagus),green
5/19,Cerebellar deep nuclei,Dentate,Emboliform,Globose,Fastigial,blue
5/19,Dementia medications,Donepezil,Rivastigmine,Galantamine,Memantine,purple
5/20,MRI sequences,T1,T2,FLAIR,DWI,yellow
5/20,Early ischemic CT signs,Hyperdense MCA sign,Insular ribbon loss,Loss of gray–white,Sulcal effacement,green
5/20,CNS demyelinating disorders,Multiple sclerosis,NMOSD,MOGAD,ADEM,blue
5/20,Migraine abortives,Sumatriptan,Ubrogepant,Rimegepant,Dihydroergotamine,purple
5/21,Visual pathway anatomy,Optic nerve,Optic chiasm,Optic tract,Optic radiations,yellow
5/21,MS lesion topography,Periventricular,Juxtacortical,Infratentorial,Spinal cord,green
5/21,Neuromuscular junction disorders,Myasthenia gravis,Lambert-Eaton,Botulism,Congenital myasthenic,blue
5/21,Migraine preventives,Topiramate,Propranolol,Amitriptyline,Erenumab,purple
5/22,Glial cell types,Astrocyte,Oligodendrocyte,Microglia,Ependymal cell,yellow
5/22,Trigeminal autonomic cephalalgias,Cluster headache,Paroxysmal hemicrania,SUNCT,SUNA,green
5/22,Motor neuron diseases,ALS,SMA,PLS,PMA,blue
5/22,Peripheral neuropathy types,Axonal,Demyelinating,Small fiber,Large fiber,purple
5/23,Tremor types,Rest,Postural,Intention,Task-specific,yellow
5/23,Pediatric epilepsy syndromes,West (infantile spasms),Lennox–Gastaut,Dravet,Childhood absence epilepsy,green
5/23,Gait patterns,Hemiparetic,Ataxic,Steppage,Parkinsonian,blue
5/23,Toxic neuropathies,Amiodarone,Vincristine,Isoniazid,Linezolid,purple
5/24,Seizure types (ILAE),Focal aware,Focal impaired awareness,Generalized tonic-clonic,Absence,yellow
5/24,Parkinson therapies,Levodopa,Pramipexole,Selegiline,Amantadine,green
5/24,Evoked potentials,VEP,SSEP,BAER,MEP,blue
5/24,GBS variants,AIDP,AMAN,AMSAN,Miller Fisher,purple
5/25,Hearing loss types,Conductive,Sensorineural,Mixed,Central,yellow
5/25,Brainstem stroke syndromes,Lateral medullary,Medial medullary,Lateral pontine,Medial pontine,green
5/25,MS disease-modifying therapies,Ocrelizumab,Natalizumab,Fingolimod,Teriflunomide,blue
5/25,Stroke mimics,Seizure,Hemiplegic migraine,Hypoglycemia,Conversion disorder,purple
5/26,Hydrocephalus categories,Communicating,Obstructive (non-communicating),Normal pressure,Ex vacuo,yellow
5/26,Eye movement disorders,Internuclear ophthalmoplegia,Skew deviation,Parinaud syndrome,One-and-a-half syndrome,green
5/26,Status epilepticus sequence,Benzodiazepine,Levetiracetam,Fosphenytoin,Propofol,blue
5/26,Antiplatelets for stroke,Aspirin,Clopidogrel,Ticagrelor,Dipyridamole,purple
5/27,Headache red flags (SNOOP),Systemic,Neurologic,Onset sudden,Older age,yellow
5/27,NMJ antibodies,Anti–AChR,Anti–MuSK,Anti–LRP4,Anti–P/Q-type VGCC,green
5/27,Common mononeuropathies,Median (carpal tunnel),Ulnar (cubital tunnel),Radial (spiral groove),Peroneal (fibular head),blue
5/27,Direct oral anticoagulants,Apixaban,Rivaroxaban,Dabigatran,Edoxaban,purple
5/28,Common reflexes,Biceps,Triceps,Patellar,Achilles,yellow
5/28,Aphasia types,Broca,Wernicke,Conduction,Global,green
5/28,Demyelination on NCS/EMG,Slowed velocity,Conduction block,Prolonged distal latency,Temporal dispersion,blue
5/28,CVT imaging signs,Empty delta sign,Cord sign,SWI blooming,Hyperdense sinus,purple
5/29,Peripheral nerve fiber types,A-alpha,A-beta,A-delta,C,yellow
5/29,Carotid artery disorders,Dissection,Fibromuscular dysplasia,Atherosclerosis,Pseudoaneurysm,green
5/29,Pupillary syndromes,Horner,Argyll Robertson,Adie tonic pupil,Marcus Gunn RAPD,blue
5/29,Huntington disease features,Chorea,Psychiatric symptoms,Cognitive decline,Caudate atrophy,purple
5/30,Common stroke imaging,Non-contrast CT,CTA,CT Perfusion,MRI DWI,yellow
5/30,Prehospital LVO scales,RACE,LAMS,FAST-ED,PASS,green
5/30,Thunderclap headache causes,SAH,RCVS,Cervical dissection,Cerebral venous thrombosis,blue
5/30,Mitochondrial disorders,MELAS,MERRF,LHON,Leigh,purple
5/31,Cerebral lobes,Frontal,Parietal,Temporal,Occipital,yellow
5/31,Posterior circulation arteries,PICA,AICA,SCA,PCA,green
5/31,Basal ganglia nuclei,Caudate,Putamen,Globus pallidus,Subthalamic nucleus,blue
5/31,Thalamic relay nuclei,VPL,VPM,LGN,MGN,purple
6/1,Normal EEG rhythms,Alpha,Beta,Theta,Delta,yellow
6/1,Association fiber tracts,Arcuate fasciculus,Uncinate fasciculus,Cingulum,Inferior longitudinal fasciculus,green
6/1,Autoimmune encephalitis antibodies,Anti-NMDA,LGI1,CASPR2,GAD65,blue
6/1,Spinal cord syndromes,Anterior cord,Posterior cord,Central cord,Brown-Séquard,purple
6/2,Sleep stages,N1,N2,N3,REM,yellow
6/2,Major spinal cord tracts,Lateral corticospinal,Spinothalamic,Dorsal column–medial lemniscus,Spinocerebellar,green
6/2,Classic lacunar syndromes,Pure motor,Pure sensory,Ataxic hemiparesis,Dysarthria–clumsy hand,blue
6/2,CNS infections (immunocompromised),Toxoplasmosis,Cryptococcal meningitis,CMV encephalitis,PML,purple
6/3,Dementia types,Alzheimer,Lewy body,Frontotemporal,Vascular,yellow
6/3,Cranial nerves with parasympathetics,III (Oculomotor),VII (Facial),IX (Glossopharyngeal),X (Vagus),green
6/3,Cerebellar deep nuclei,Dentate,Emboliform,Globose,Fastigial,blue
