date,category,item1,item2,item3,item4,difficulty
03-20,ASMs: Na⁺ channel blockers III,Carbamazepine,Phenytoin,Lamotrigine,Lacosamide,green
03-20,GBS variants 5,AIDP,AMAN,AMSAN,Miller Fisher,purple
03-20,Cranial nerves 3 II,CN IX (Glossopharyngeal),CN X (Vagus),CN XI (Spinal accessory),CN XII (Hypoglossal),yellow
03-21,PCA segments III,P1,P2,P3,P4,green
03-21,Gait abnormalities 5,Frontal,Spastic,Sensory ataxic,Antalgic,blue
03-21,Toxic neuropathies 6,Amiodarone,Vincristine,Isoniazid,Linezolid,purple
03-21,Primitive reflexes III,Grasp,Suck,Rooting,Moro,yellow
03-22,Attention domains III,Sustained,Selective,Alternating,Divided,yellow
03-22,Thunderclap etiologies 5,SAH,RCVS,Cervical dissection,CVT,blue
03-22,Direct oral anticoagulants 6,Apixaban,Rivaroxaban,Dabigatran,Edoxaban,purple
03-22,Dural venous sinuses III,Superior sagittal,Transverse,Sigmoid,Straight,green
03-23,Mitochondrial disorders 6,MELAS,MERRF,LHON,Leigh,purple
03-23,Cerebral lobes III,Frontal,Parietal,Temporal,Occipital,yellow
03-23,Stroke etiologies (TOAST) III,Large artery,Cardioembolic,Small vessel,Other,green
03-23,Phakomatoses vascular 5,Sturge–Weber,Von Hippel–Lindau,Cavernoma,Hereditary hemorrhagic telangiectasia,blue
03-24,Neurocutaneous disorders 5,NF1,NF2,Tuberous sclerosis,Sturge–Weber,blue
03-24,Major spinal cord tracts III,Lateral corticospinal,Spinothalamic,Dorsal column–ML,Spinocerebellar,green
03-24,Brodmann areas 5–8 III,BA5,BA6,BA7,BA8,yellow
03-24,Encephalitis causes 6,HSV-1,West Nile,Limbic autoimmune,Rabies,purple
03-25,Trigeminal autonomic cephalalgias 5,Cluster,Paroxysmal hemicrania,SUNCT,SUNA,blue
03-25,Spinal nerve roots L5–S3 III,L5,S1,S2,S3,green
03-25,Autoimmune encephalitis Abs 6,Anti-NMDA,LGI1,CASPR2,GAD65,purple
03-25,Dermatomes C6–T1 III,C6,C7,C8,T1,yellow
03-26,Migraine preventives 5,Topiramate,Propranolol,Amitriptyline,Erenumab,blue
03-26,Huntington disease features 6,Chorea,Psychiatric,Cognitive decline,Caudate atrophy,purple
03-26,Common neurotransmitters III,Glutamate,GABA,Dopamine,Serotonin,yellow
03-26,Cerebellar arteries III,SCA,AICA,PICA,PICA tonsillar,green
03-27,Memory systems III,Working,Episodic,Semantic,Procedural,yellow
03-27,MCA segments III,M1,M2,M3,M4,green
03-27,CNS demyelinating disorders 5,Multiple sclerosis,NMOSD,MOGAD,ADEM,blue
03-27,Herpesviridae CNS 6,HSV-1,HSV-2,VZV,CMV,purple
03-28,Dermatomes C2–C5 III,C2,C3,C4,C5,yellow
03-28,Visual field defects III,Bitemporal hemianopia,Homonymous hemianopia,Quadrantanopia,Central scotoma,green
03-28,Leukodystrophies 6,Metachromatic,Krabbe,Canavan,Adrenoleukodystrophy,purple
03-28,Motor neuron diseases 5,ALS,SMA,PLS,PMA,blue
03-29,Spinal nerve roots T5–T8 III,T5,T6,T7,T8,green
03-29,Cerebral herniation types 5,Subfalcine,Uncal,Tonsillar,Upward,blue
03-29,Gait patterns III,Hemiparetic,Ataxic,Steppage,Parkinsonian,yellow
03-29,Trinucleotide repeats 6,Huntington (CAG),Fragile X (CGG),Friedreich (GAA),Myotonic (CTG),purple
03-30,NMJ antibodies 6,AChR,MuSK,LRP4,P/Q-type VGCC,purple
03-30,Common reflexes III,Biceps,Triceps,Patellar,Achilles,yellow
03-30,Pupillary syndromes III,Horner,Argyll Robertson,Adie tonic pupil,Marcus Gunn RAPD,green
03-30,Basal ganglia loops 5,Motor loop,Oculomotor loop,Associative loop,Limbic loop,blue
03-31,Pyramidal vs extrapyramidal signs 6,Spasticity,Hyperreflexia,Rigidity,Bradykinesia,blue
03-31,Cranial nerves 1 III,CN I (Olfactory),CN II (Optic),CN III (Oculomotor),CN IV (Trochlear),yellow
03-31,Basilar perforators (zones) III,Paramedian,Short circumferential,Long circumferential,Pontine tegmental,green
03-31,Lysosomal storage (neuro) 6,Tay–Sachs,Gaucher,Niemann–Pick,Fabry,purple
04-01,Cranial nerves with parasympathetics III,III,VII,IX,X,green
04-01,Common mononeuropathies 6,Median (carpal tunnel),Ulnar (cubital tunnel),Radial (spiral groove),Peroneal (fibular head),blue
04-01,Cranial nerves 2 III,CN V (Trigeminal),CN VI (Abducens),CN VII (Facial),CN VIII (Vestibulocochlear),yellow
04-01,Bacterial meningitis (adult) 6,S. pneumoniae,N. meningitidis,Listeria,H. influenzae,purple
04-02,ACA segments III,A1,A2,A3,A4,green
04-02,Dopaminergic pathways 6,Nigrostriatal,Mesolimbic,Mesocortical,Tuberoinfundibular,blue
04-02,Brodmann areas 17–20 III,BA17,BA18,BA19,BA20,yellow
04-02,CNS infections (immunocompromised) 6,Toxoplasmosis,Cryptococcus,CMV encephalitis,PML,purple
04-03,Paraneoplastic Abs 6,Anti-Hu,Anti-Yo,Anti-Ri,Anti-Ma2,purple
04-03,Dermatomes T2–T5 III,T2,T3,T4,T5,yellow
04-03,Cerebellar deep nuclei 6,Dentate,Emboliform,Globose,Fastigial,blue
04-03,Aphasia types III,Broca,Wernicke,Conduction,Global,green
04-04,Early ischemic CT signs III,Hyperdense MCA,Insular ribbon loss,Loss of gray–white,Sulcal effacement,green
04-04,Neuromuscular junction disorders 6,Myasthenia gravis,Lambert–Eaton,Botulism,Congenital myasthenic,blue
04-04,Antiplatelets for stroke 6,Aspirin,Clopidogrel,Ticagrelor,Dipyridamole,purple
04-04,Sleep stages III,N1,N2,N3,REM,yellow
04-05,Demyelination on NCS/EMG 6,Slowed velocity,Conduction block,Prolonged latency,Temporal dispersion,blue
04-05,Common stroke imaging III,Non-contrast CT,CTA,CT Perfusion,MRI DWI,yellow
04-05,GBS variants 6,AIDP,AMAN,AMSAN,Miller Fisher,purple
04-05,Perfusion mismatch terms III,Core,Penumbra,Mismatch ratio,Tmax delay,green
04-06,Brodmann areas 9–12 III,BA9,BA10,BA11,BA12,yellow
04-06,Spinal nerve roots C5–C8 III,C5,C6,C7,C8,green
04-06,Toxic neuropathies 7,Amiodarone,Vincristine,Isoniazid,Linezolid,purple
04-06,Migraine abortives 6,Sumatriptan,Ubrogepant,Rimegepant,DHE,blue
04-07,Direct oral anticoagulants 7,Apixaban,Rivaroxaban,Dabigatran,Edoxaban,purple
04-07,Hemorrhage on CT III,Epidural,Subdural,Subarachnoid,Intraparenchymal,green
04-07,Brodmann areas 33–36 III,BA33,BA34,BA35,BA36,yellow
04-07,Basal ganglia nuclei 6,Caudate,Putamen,Globus pallidus,Subthalamic nucleus,blue
04-08,Dermatomes S1–S4 III,S1,S2,S3,S4,yellow
04-08,Association fiber tracts III,Arcuate fasciculus,Uncinate fasciculus,Cingulum,Inferior longitudinal fasciculus,green
04-08,Gait abnormalities 6,Frontal,Spastic,Sensory ataxic,Antalgic,blue
04-08,Mitochondrial disorders 7,MELAS,MERRF,LHON,Leigh,purple
04-09,Meninges III,Dura mater,Arachnoid mater,Pia mater,Subarachnoid space,yellow
04-09,Thunderclap etiologies 6,SAH,RCVS,Cervical dissection,CVT,blue
04-09,Encephalitis causes 7,HSV-1,West Nile,Limbic autoimmune,Rabies,purple
04-09,Spinal nerve roots T9–T12 III,T9,T10,T11,T12,green
04-10,Phakomatoses vascular 6,Sturge–Weber,Von Hippel–Lindau,Cavernoma,Hereditary hemorrhagic telangiectasia,blue
04-10,Autoimmune encephalitis Abs 7,Anti-NMDA,LGI1,CASPR2,GAD65,purple
04-10,Parkinson cardinal features III,Bradykinesia,Rigidity,Rest tremor,Postural instability,yellow
04-10,Susceptibility findings III,Blooming on SWI,Microbleeds,Cavernoma,Hemorrhagic staining,green
04-11,Status epilepticus sequence III,Benzodiazepine,Levetiracetam,Fosphenytoin,Propofol,green
04-11,Neurocutaneous disorders 6,NF1,NF2,Tuberous sclerosis,Sturge–Weber,blue
04-11,Brodmann areas 37–40 III,BA37,BA38,BA39,BA40,yellow
04-11,Huntington disease features 7,Chorea,Psychiatric,Cognitive decline,Caudate atrophy,purple
04-12,Ventricular system III,Lateral ventricle,Third ventricle,Fourth ventricle,Cerebral aqueduct,yellow
04-12,Herpesviridae CNS 7,HSV-1,HSV-2,VZV,CMV,purple
04-12,Trigeminal autonomic cephalalgias 6,Cluster,Paroxysmal hemicrania,SUNCT,SUNA,blue
04-12,Normal EEG rhythms III,Alpha,Beta,Theta,Delta,green
04-13,Leukodystrophies 7,Metachromatic,Krabbe,Canavan,Adrenoleukodystrophy,purple
04-13,Migraine preventives 6,Topiramate,Propranolol,Amitriptyline,Erenumab,blue
04-13,Brodmann areas 25–28 III,BA25,BA26,BA27,BA28,yellow
04-13,Prehospital LVO scales III,RACE,LAMS,FAST-ED,PASS,green
04-14,Dermatomes T6–T9 III,T6,T7,T8,T9,yellow
04-14,Trinucleotide repeats 7,Huntington (CAG),Fragile X (CGG),Friedreich (GAA),Myotonic (CTG),purple
04-14,CNS demyelinating disorders 6,Multiple sclerosis,NMOSD,MOGAD,ADEM,blue
04-14,Spinal nerve roots L1–L4 III,L1,L2,L3,L4,green
04-15,Post-stroke complications III,Hemorrhagic transformation,Edema,Seizure,Depression,green
04-15,NMJ antibodies 7,AChR,MuSK,LRP4,P/Q-type VGCC,purple
04-15,Motor neuron diseases 6,ALS,SMA,PLS,PMA,blue
04-15,Dementia types III,Alzheimer,Lewy body,Frontotemporal,Vascular,yellow
04-16,Cerebral herniation types 6,Subfalcine,Uncal,Tonsillar,Upward,blue
04-16,Lysosomal storage (neuro) 7,Tay–Sachs,Gaucher,Niemann–Pick,Fabry,purple
04-16,Generalized epilepsy ASMs III,Valproate,Levetiracetam,Ethosuximide,Lamotrigine,green
04-16,Brodmann areas 13–16 III,BA13,BA14,BA15,BA16,yellow
04-17,LVO territory III,ICA terminus,M1,M2 superior,M2 inferior,green
04-17,Basal ganglia loops 6,Motor loop,Oculomotor loop,Associative loop,Limbic loop,blue
04-17,Cerebellar signs III,Dysmetria,Dysdiadochokinesia,Intention tremor,Ataxia,yellow
04-17,Bacterial meningitis (adult) 7,S. pneumoniae,N. meningitidis,Listeria,H. influenzae,purple
04-18,Pyramidal vs extrapyramidal signs 7,Spasticity,Hyperreflexia,Rigidity,Bradykinesia,blue
04-18,Dermatomes T10–L1 III,T10,T11,T12,L1,yellow
04-18,CNS infections (immunocompromised) 7,Toxoplasmosis,Cryptococcus,CMV encephalitis,PML,purple
04-18,Focal epilepsy ASMs III,Carbamazepine,Oxcarbazepine,Levetiracetam,Lacosamide,green
04-19,Normal EEG rhythms III,Alpha,Beta,Theta,Delta,yellow
04-19,Circle of Willis III,ACA,MCA,PCA,PCoA,green
04-19,Common mononeuropathies 7,Median (carpal tunnel),Ulnar (cubital tunnel),Radial (spiral groove),Peroneal (fibular head),blue
04-19,Paraneoplastic Abs 7,Anti-Hu,Anti-Yo,Anti-Ri,Anti-Ma2,purple
04-20,Brodmann areas 49–52 III,BA49,BA50,BA51,BA52,yellow
04-20,Pediatric epilepsy syndromes III,West,Lennox–Gastaut,Dravet,Childhood absence,green
04-20,Antiplatelets for stroke 7,Aspirin,Clopidogrel,Ticagrelor,Dipyridamole,purple
04-20,Dopaminergic pathways 7,Nigrostriatal,Mesolimbic,Mesocortical,Tuberoinfundibular,blue
04-21,Visual pathway anatomy III,Optic nerve,Optic chiasm,Optic tract,Optic radiations,green
04-21,Brodmann areas 21–24 III,BA21,BA22,BA23,BA24,yellow
04-21,Cerebellar deep nuclei 7,Dentate,Emboliform,Globose,Fastigial,blue
04-21,GBS variants 7,AIDP,AMAN,AMSAN,Miller Fisher,purple
04-22,Dermatomes L2–L5 III,L2,L3,L4,L5,yellow
04-22,Neuromuscular junction disorders 7,Myasthenia gravis,Lambert–Eaton,Botulism,Congenital myasthenic,blue
04-22,Toxic neuropathies 8,Amiodarone,Vincristine,Isoniazid,Linezolid,purple
04-22,Spinal nerve roots T1–T4 III,T1,T2,T3,T4,green
04-23,Direct oral anticoagulants 8,Apixaban,Rivaroxaban,Dabigatran,Edoxaban,purple
04-23,Vascular imaging III,CTA,MRA,DSA,CT Perfusion,green
04-23,Brodmann areas 45–48 III,BA45,BA46,BA47,BA48,yellow
04-23,Demyelination on NCS/EMG 7,Slowed velocity,Conduction block,Prolonged latency,Temporal dispersion,blue
04-24,Language domains III,Naming,Fluency,Comprehension,Repetition,yellow
04-24,Vertebral artery segments III,V1,V2,V3,V4,green
04-24,Migraine abortives 7,Sumatriptan,Ubrogepant,Rimegepant,DHE,blue
04-24,Mitochondrial disorders 8,MELAS,MERRF,LHON,Leigh,purple
04-25,Basal ganglia nuclei 7,Caudate,Putamen,Globus pallidus,Subthalamic nucleus,blue
04-25,Brodmann areas 1–4 III,BA1,BA2,BA3,BA4,yellow
04-25,Encephalitis causes 8,HSV-1,West Nile,Limbic autoimmune,Rabies,purple
04-25,MRI sequences III,T1,T2,FLAIR,DWI,green
04-26,Brainstem stroke syndromes III,Lateral medullary,Medial medullary,Lateral pontine,Medial pontine,green
04-26,Brodmann areas 41–44 III,BA41,BA42,BA43,BA44,yellow
04-26,Gait abnormalities 7,Frontal,Spastic,Sensory ataxic,Antalgic,blue
04-26,Autoimmune encephalitis Abs 8,Anti-NMDA,LGI1,CASPR2,GAD65,purple
04-27,Thunderclap etiologies 7,SAH,RCVS,Cervical dissection,CVT,blue
04-27,Huntington disease features 8,Chorea,Psychiatric,Cognitive decline,Caudate atrophy,purple
04-27,Brodmann areas 29–32 III,BA29,BA30,BA31,BA32,yellow
04-27,Spinal nerve roots C1–C4 IV,C1,C2,C3,C4,green
04-28,Herpesviridae CNS 8,HSV-1,HSV-2,VZV,CMV,purple
04-28,Peripheral nerve fiber types III,A-alpha,A-beta,A-delta,C,yellow
04-28,Phakomatoses vascular 7,Sturge–Weber,Von Hippel–Lindau,Cavernoma,Hereditary hemorrhagic telangiectasia,blue
04-28,ASMs: Na⁺ channel blockers IV,Carbamazepine,Phenytoin,Lamotrigine,Lacosamide,green
04-29,Leukodystrophies 8,Metachromatic,Krabbe,Canavan,Adrenoleukodystrophy,purple
04-29,Neurocutaneous disorders 7,NF1,NF2,Tuberous sclerosis,Sturge–Weber,blue
04-29,Cranial nerves 3 III,CN IX (Glossopharyngeal),CN X (Vagus),CN XI (Spinal accessory),CN XII (Hypoglossal),yellow
04-29,PCA segments IV,P1,P2,P3,P4,green
04-30,Trinucleotide repeats 8,Huntington (CAG),Fragile X (CGG),Friedreich (GAA),Myotonic (CTG),purple
04-30,Trigeminal autonomic cephalalgias 7,Cluster,Paroxysmal hemicrania,SUNCT,SUNA,blue
04-30,Primitive reflexes IV,Grasp,Suck,Rooting,Moro,yellow
04-30,Dural venous sinuses IV,Superior sagittal,Transverse,Sigmoid,Straight,green
05-01,Migraine preventives 7,Topiramate,Propranolol,Amitriptyline,Erenumab,blue
05-01,NMJ antibodies 8,AChR,MuSK,LRP4,P/Q-type VGCC,purple
05-01,Attention domains IV,Sustained,Selective,Alternating,Divided,yellow
05-01,Stroke etiologies (TOAST) IV,Large artery,Cardioembolic,Small vessel,Other,green
05-02,CNS demyelinating disorders 7,Multiple sclerosis,NMOSD,MOGAD,ADEM,blue
05-02,Lysosomal storage (neuro) 8,Tay–Sachs,Gaucher,Niemann–Pick,Fabry,purple
05-02,Cerebral lobes IV,Frontal,Parietal,Temporal,Occipital,yellow
05-02,Major spinal cord tracts IV,Lateral corticospinal,Spinothalamic,Dorsal column–ML,Spinocerebellar,green
05-03,Brodmann areas 5–8 IV,BA5,BA6,BA7,BA8,yellow
05-03,Motor neuron diseases 7,ALS,SMA,PLS,PMA,blue
05-03,Bacterial meningitis (adult) 8,S. pneumoniae,N. meningitidis,Listeria,H. influenzae,purple
05-03,Spinal nerve roots L5–S3 IV,L5,S1,S2,S3,green
05-04,Dermatomes C6–T1 IV,C6,C7,C8,T1,yellow
05-04,Cerebral herniation types 7,Subfalcine,Uncal,Tonsillar,Upward,blue
05-04,Cerebellar arteries IV,SCA,AICA,PICA,PICA tonsillar,green
05-04,CNS infections (immunocompromised) 8,Toxoplasmosis,Cryptococcus,CMV encephalitis,PML,purple
05-05,Common neurotransmitters IV,Glutamate,GABA,Dopamine,Serotonin,yellow
05-05,Paraneoplastic Abs 8,Anti-Hu,Anti-Yo,Anti-Ri,Anti-Ma2,purple
05-05,MCA segments IV,M1,M2,M3,M4,green
05-05,Basal ganglia loops 7,Motor loop,Oculomotor loop,Associative loop,Limbic loop,blue
05-06,Antiplatelets for stroke 8,Aspirin,Clopidogrel,Ticagrelor,Dipyridamole,purple
05-06,Visual field defects IV,Bitemporal hemianopia,Homonymous hemianopia,Quadrantanopia,Central scotoma,green
05-06,Memory systems IV,Working,Episodic,Semantic,Procedural,yellow
05-06,Pyramidal vs extrapyramidal signs 8,Spasticity,Hyperreflexia,Rigidity,Bradykinesia,blue
05-07,GBS variants 8,AIDP,AMAN,AMSAN,Miller Fisher,purple
05-07,Common mononeuropathies 8,Median (carpal tunnel),Ulnar (cubital tunnel),Radial (spiral groove),Peroneal (fibular head),blue
05-07,Dermatomes C2–C5 IV,C2,C3,C4,C5,yellow
05-07,Spinal nerve roots T5–T8 IV,T5,T6,T7,T8,green
05-08,Gait patterns IV,Hemiparetic,Ataxic,Steppage,Parkinsonian,yellow
05-08,Toxic neuropathies 9,Amiodarone,Vincristine,Isoniazid,Linezolid,purple
05-08,Dopaminergic pathways 8,Nigrostriatal,Mesolimbic,Mesocortical,Tuberoinfundibular,blue
05-08,Pupillary syndromes IV,Horner,Argyll Robertson,Adie tonic pupil,Marcus Gunn RAPD,green
05-09,Common reflexes IV,Biceps,Triceps,Patellar,Achilles,yellow
05-09,Direct oral anticoagulants 9,Apixaban,Rivaroxaban,Dabigatran,Edoxaban,purple
05-09,Basilar perforators (zones) IV,Paramedian,Short circumferential,Long circumferential,Pontine tegmental,green
05-09,Cerebellar deep nuclei 8,Dentate,Emboliform,Globose,Fastigial,blue
05-10,Cranial nerves 1 IV,CN I (Olfactory),CN II (Optic),CN III (Oculomotor),CN IV (Trochlear),yellow
05-10,Mitochondrial disorders 9,MELAS,MERRF,LHON,Leigh,purple
05-10,Cranial nerves with parasympathetics IV,III,VII,IX,X,green
05-10,Neuromuscular junction disorders 8,Myasthenia gravis,Lambert–Eaton,Botulism,Congenital myasthenic,blue
05-11,ACA segments IV,A1,A2,A3,A4,green
05-11,Demyelination on NCS/EMG 8,Slowed velocity,Conduction block,Prolonged latency,Temporal dispersion,blue
05-11,Cranial nerves 2 IV,CN V (Trigeminal),CN VI (Abducens),CN VII (Facial),CN VIII (Vestibulocochlear),yellow
05-11,Encephalitis causes 9,HSV-1,West Nile,Limbic autoimmune,Rabies,purple
05-12,Migraine abortives 8,Sumatriptan,Ubrogepant,Rimegepant,DHE,blue
05-12,Aphasia types IV,Broca,Wernicke,Conduction,Global,green
05-12,Brodmann areas 17–20 IV,BA17,BA18,BA19,BA20,yellow
05-12,Autoimmune encephalitis Abs 9,Anti-NMDA,LGI1,CASPR2,GAD65,purple
05-13,Huntington disease features 9,Chorea,Psychiatric,Cognitive decline,Caudate atrophy,purple
05-13,Dermatomes T2–T5 IV,T2,T3,T4,T5,yellow
05-13,Basal ganglia nuclei 8,Caudate,Putamen,Globus pallidus,Subthalamic nucleus,blue
05-13,Early ischemic CT signs IV,Hyperdense MCA,Insular ribbon loss,Loss of gray–white,Sulcal effacement,green
05-14,Herpesviridae CNS 9,HSV-1,HSV-2,VZV,CMV,purple
05-14,Sleep stages IV,N1,N2,N3,REM,yellow
05-14,Perfusion mismatch terms IV,Core,Penumbra,Mismatch ratio,Tmax delay,green
05-14,Gait abnormalities 8,Frontal,Spastic,Sensory ataxic,Antalgic,blue
05-15,Common stroke imaging IV,Non-contrast CT,CTA,CT Perfusion,MRI DWI,yellow
05-15,Spinal nerve roots C5–C8 IV,C5,C6,C7,C8,green
05-15,Thunderclap etiologies 8,SAH,RCVS,Cervical dissection,CVT,blue
05-15,Leukodystrophies 9,Metachromatic,Krabbe,Canavan,Adrenoleukodystrophy,purple
05-16,Trinucleotide repeats 9,Huntington (CAG),Fragile X (CGG),Friedreich (GAA),Myotonic (CTG),purple
05-16,Brodmann areas 9–12 IV,BA9,BA10,BA11,BA12,yellow
05-16,Hemorrhage on CT IV,Epidural,Subdural,Subarachnoid,Intraparenchymal,green
05-16,Phakomatoses vascular 8,Sturge–Weber,Von Hippel–Lindau,Cavernoma,Hereditary hemorrhagic telangiectasia,blue
05-17,Neurocutaneous disorders 8,NF1,NF2,Tuberous sclerosis,Sturge–Weber,blue
05-17,Brodmann areas 33–36 IV,BA33,BA34,BA35,BA36,yellow
05-17,Association fiber tracts IV,Arcuate fasciculus,Uncinate fasciculus,Cingulum,Inferior longitudinal fasciculus,green
05-17,NMJ antibodies 9,AChR,MuSK,LRP4,P/Q-type VGCC,purple
05-18,Dermatomes S1–S4 IV,S1,S2,S3,S4,yellow
05-18,Lysosomal storage (neuro) 9,Tay–Sachs,Gaucher,Niemann–Pick,Fabry,purple
05-18,Trigeminal autonomic cephalalgias 8,Cluster,Paroxysmal hemicrania,SUNCT,SUNA,blue
05-18,Spinal nerve roots T9–T12 IV,T9,T10,T11,T12,green
05-19,Migraine preventives 8,Topiramate,Propranolol,Amitriptyline,Erenumab,blue
05-19,Susceptibility findings IV,Blooming on SWI,Microbleeds,Cavernoma,Hemorrhagic staining,green
05-19,Bacterial meningitis (adult) 9,S. pneumoniae,N. meningitidis,Listeria,H. influenzae,purple
05-19,Meninges IV,Dura mater,Arachnoid mater,Pia mater,Subarachnoid space,yellow
05-20,Parkinson cardinal features IV,Bradykinesia,Rigidity,Rest tremor,Postural instability,yellow
05-20,CNS demyelinating disorders 8,Multiple sclerosis,NMOSD,MOGAD,ADEM,blue
05-20,Status epilepticus sequence IV,Benzodiazepine,Levetiracetam,Fosphenytoin,Propofol,green
05-20,CNS infections (immunocompromised) 9,Toxoplasmosis,Cryptococcus,CMV encephalitis,PML,purple
05-21,Paraneoplastic Abs 9,Anti-Hu,Anti-Yo,Anti-Ri,Anti-Ma2,purple
05-21,Motor neuron diseases 8,ALS,SMA,PLS,PMA,blue
05-21,Normal EEG rhythms IV,Alpha,Beta,Theta,Delta,green
05-21,Brodmann areas 37–40 IV,BA37,BA38,BA39,BA40,yellow
05-22,Antiplatelets for stroke 9,Aspirin,Clopidogrel,Ticagrelor,Dipyridamole,purple
05-22,Ventricular system IV,Lateral ventricle,Third ventricle,Fourth ventricle,Cerebral aqueduct,yellow
05-22,Cerebral herniation types 8,Subfalcine,Uncal,Tonsillar,Upward,blue
05-22,Prehospital LVO scales IV,RACE,LAMS,FAST-ED,PASS,green
05-23,GBS variants 9,AIDP,AMAN,AMSAN,Miller Fisher,purple
05-23,Brodmann areas 25–28 IV,BA25,BA26,BA27,BA28,yellow
05-23,Spinal nerve roots L1–L4 IV,L1,L2,L3,L4,green
05-23,Basal ganglia loops 8,Motor loop,Oculomotor loop,Associative loop,Limbic loop,blue
05-24,Pyramidal vs extrapyramidal signs 9,Spasticity,Hyperreflexia,Rigidity,Bradykinesia,blue
05-24,Dermatomes T6–T9 IV,T6,T7,T8,T9,yellow
05-24,Toxic neuropathies 10,Amiodarone,Vincristine,Isoniazid,Linezolid,purple
05-24,Post-stroke complications IV,Hemorrhagic transformation,Edema,Seizure,Depression,green
05-25,Dementia types IV,Alzheimer,Lewy body,Frontotemporal,Vascular,yellow
05-25,Generalized epilepsy ASMs IV,Valproate,Levetiracetam,Ethosuximide,Lamotrigine,green
05-25,Common mononeuropathies 9,Median (carpal tunnel),Ulnar (cubital tunnel),Radial (spiral groove),Peroneal (fibular head),blue
05-25,Direct oral anticoagulants 10,Apixaban,Rivaroxaban,Dabigatran,Edoxaban,purple
05-26,LVO territory IV,ICA terminus,M1,M2 superior,M2 inferior,green
05-26,Dopaminergic pathways 9,Nigrostriatal,Mesolimbic,Mesocortical,Tuberoinfundibular,blue
05-26,Brodmann areas 13–16 IV,BA13,BA14,BA15,BA16,yellow
05-26,Mitochondrial disorders 10,MELAS,MERRF,LHON,Leigh,purple
05-27,Focal epilepsy ASMs IV,Carbamazepine,Oxcarbazepine,Levetiracetam,Lacosamide,green
05-27,Cerebellar deep nuclei 9,Dentate,Emboliform,Globose,Fastigial,blue
05-27,Cerebellar signs IV,Dysmetria,Dysdiadochokinesia,Intention tremor,Ataxia,yellow
05-27,Encephalitis causes 10,HSV-1,West Nile,Limbic autoimmune,Rabies,purple
05-28,Dermatomes T10–L1 IV,T10,T11,T12,L1,yellow
05-28,Neuromuscular junction disorders 9,Myasthenia gravis,Lambert–Eaton,Botulism,Congenital myasthenic,blue
05-28,Circle of Willis IV,ACA,MCA,PCA,PCoA,green
05-28,Autoimmune encephalitis Abs 10,Anti-NMDA,LGI1,CASPR2,GAD65,purple
05-29,Huntington disease features 10,Chorea,Psychiatric,Cognitive decline,Caudate atrophy,purple
05-29,Demyelination on NCS/EMG 9,Slowed velocity,Conduction block,Prolonged latency,Temporal dispersion,blue
05-29,Pediatric epilepsy syndromes IV,West,Lennox–Gastaut,Dravet,Childhood absence,green
05-29,Normal EEG rhythms IV,Alpha,Beta,Theta,Delta,yellow
05-30,Herpesviridae CNS 10,HSV-1,HSV-2,VZV,CMV,purple
05-30,Brodmann areas 49–52 IV,BA49,BA50,BA51,BA52,yellow
05-30,Visual pathway anatomy IV,Optic nerve,Optic chiasm,Optic tract,Optic radiations,green
05-30,Migraine abortives 9,Sumatriptan,Ubrogepant,Rimegepant,DHE,blue
05-31,Brodmann areas 21–24 IV,BA21,BA22,BA23,BA24,yellow
05-31,Basal ganglia nuclei 9,Caudate,Putamen,Globus pallidus,Subthalamic nucleus,blue
05-31,Leukodystrophies 10,Metachromatic,Krabbe,Canavan,Adrenoleukodystrophy,purple
05-31,Spinal nerve roots T1–T4 IV,T1,T2,T3,T4,green
06-01,Gait abnormalities 9,Frontal,Spastic,Sensory ataxic,Antalgic,blue
06-01,Trinucleotide repeats 10,Huntington (CAG),Fragile X (CGG),Friedreich (GAA),Myotonic (CTG),purple
06-01,Dermatomes L2–L5 IV,L2,L3,L4,L5,yellow
06-01,Vascular imaging IV,CTA,MRA,DSA,CT Perfusion,green
06-02,Thunderclap etiologies 9,SAH,RCVS,Cervical dissection,CVT,blue
06-02,Brodmann areas 45–48 IV,BA45,BA46,BA47,BA48,yellow
06-02,NMJ antibodies 10,AChR,MuSK,LRP4,P/Q-type VGCC,purple
06-02,Vertebral artery segments IV,V1,V2,V3,V4,green
06-03,Lysosomal storage (neuro) 10,Tay–Sachs,Gaucher,Niemann–Pick,Fabry,purple
06-03,MRI sequences IV,T1,T2,FLAIR,DWI,green
06-03,Language domains IV,Naming,Fluency,Comprehension,Repetition,yellow
06-03,Phakomatoses vascular 9,Sturge–Weber,Von Hippel–Lindau,Cavernoma,Hereditary hemorrhagic telangiectasia,blue
06-04,Neurocutaneous disorders 9,NF1,NF2,Tuberous sclerosis,Sturge–Weber,blue
06-04,Brainstem stroke syndromes IV,Lateral medullary,Medial medullary,Lateral pontine,Medial pontine,green
06-04,Bacterial meningitis (adult) 10,S. pneumoniae,N. meningitidis,Listeria,H. influenzae,purple
06-04,Brodmann areas 1–4 IV,BA1,BA2,BA3,BA4,yellow
06-05,CNS infections (immunocompromised) 10,Toxoplasmosis,Cryptococcus,CMV encephalitis,PML,purple
06-05,Spinal nerve roots C1–C4 5,C1,C2,C3,C4,green
06-05,Brodmann areas 41–44 IV,BA41,BA42,BA43,BA44,yellow
06-05,Trigeminal autonomic cephalalgias 9,Cluster,Paroxysmal hemicrania,SUNCT,SUNA,blue
